Ticker,Name,Sector,Industry,Market Cap,PE Ratio,Dividend Yield
CHAMBLFERT.NS,CHAMBAL FERTILIZERS LTD,Basic Materials,Agricultural Inputs,213107507200,15.702686,0.014400001
CHEMPLASTS.NS,CHEMPLAST SANMAR LIMITED,Basic Materials,Chemicals,78896889856,N/A,N/A
CHENNPETRO.NS,CHENNAI PETROLEUM CORP LT,Energy,Oil & Gas Refining & Marketing,146656608256,5.7538447,0.056399997
CHOLAHLDNG.NS,CHOLAMANDALAM FIN HOL LTD,Financial Services,Credit Services,316667133952,16.237242,0.00029999999
CHOLAFIN.NS,CHOLAMANDALAM IN & FIN CO,Financial Services,Credit Services,1250090549248,34.043476,0.00090000004
CIPLA.NS,CIPLA LTD,Healthcare,Drug Manufacturers - General,1336390582272,31.037718,0.007900001
CUB.NS,CITY UNION BANK LTD,Financial Services,Banks - Regional,125617979392,12.019845,0.0058999998
CLEAN.NS,CLEAN SCIENCE & TECH LTD,Basic Materials,Specialty Chemicals,157800153088,63.010185,0.0034
COALINDIA.NS,COAL INDIA LTD,Energy,Thermal Coal,3207700938752,8.475819,0.056599997
COCHINSHIP.NS,COCHIN SHIPYARD LIMITED,Industrials,Aerospace & Defense,498288558080,58.135357,0.0068
COFORGE.NS,COFORGE LIMITED,Technology,Information Technology Services,424652210176,51.493046,0.012
COLPAL.NS,COLGATE PALMOLIVE LTD.,Consumer Defensive,Household & Personal Products,994095136768,70.42293,0.013200001
CAMS.NS,COMPUTER AGE MNGT SER LTD,Technology,Information Technology Services,215532077056,55.996166,0.01
CONCORDBIO.NS,CONCORD BIOTECH LIMITED,Healthcare,Biotechnology,183693131776,58.43219,0.005
CONCOR.NS,CONTAINER CORP OF IND LTD,Industrials,Railroads,590681866240,46.21841,0.0104
COROMANDEL.NS,COROMANDEL INTERNTL. LTD,Basic Materials,Agricultural Inputs,514635857920,35.323166,0.0034
CRAFTSMAN.NS,CRAFTSMAN AUTOMATION LTD,Consumer Cyclical,Auto Parts,139365597184,43.6104,0.0019
CREDITACC.NS,CREDITACCESS GRAMEEN LTD,Financial Services,Credit Services,193083326464,12.943945,0.0083
CROMPTON.NS,CROMPT GREA CON ELEC LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",304728473600,64.079834,0.0064999997
CUMMINSIND.NS,CUMMINS INDIA LTD,Industrials,Specialty Industrial Machinery,1061442355200,58.144943,0.0107
CYIENT.NS,CYIENT LIMITED,Industrials,Conglomerates,220785147904,33.69773,0.0150999995
DCMSHRIRAM.NS,DCM SHRIRAM LIMITED,Basic Materials,Specialty Chemicals,176999546880,36.397015,0.0089
DLF.NS,DLF LIMITED,Real Estate,Real Estate - Development,2113172275200,73.97747,0.0058999998
DOMS.NS,DOMS INDUSTRIES LIMITED,Industrials,Business Equipment & Supplies,159853117440,93.47232,0.00090000004
DABUR.NS,DABUR INDIA LTD,Consumer Defensive,Household & Personal Products,1146069975040,61.10586,0.0086
DALBHARAT.NS,DALMIA BHARAT LIMITED,Basic Materials,Building Materials,357475876864,42.602818,0.0052
DATAPATTNS.NS,DATA PATTERNS INDIA LTD,Industrials,Aerospace & Defense,154263797760,82.06882,0.0023999999
DEEPAKFERT.NS,DEEPAK FERTILIZERS & PETR,Basic Materials,Chemicals,132777132032,25.162682,0.007900001
DEEPAKNTR.NS,DEEPAK NITRITE LTD,Basic Materials,Chemicals,399358689280,46.34378,0.0026
DELHIVERY.NS,DELHIVERY LIMITED,Industrials,Integrated Freight & Logistics,312700633088,N/A,N/A
DEVYANI.NS,DEVYANI INTERNATIONAL LTD,Consumer Cyclical,Restaurants,216221401088,325.8,N/A
DIVISLAB.NS,DIVI S LABORATORIES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1344879198208,80.46458,0.006
DIXON.NS,DIXON TECHNO (INDIA) LTD,Technology,Consumer Electronics,774883966976,173.98898,0.0002
LALPATHLAB.NS,DR. LAL PATH LABS LTD.,Healthcare,Diagnostics & Research,283625947136,74.403275,0.0034999999
DRREDDY.NS,DR. REDDY S LABORATORIES,Healthcare,Drug Manufacturers - Specialty & Generic,1145253789696,20.626614,0.0058
DUMMYRAYMD.NS,N/A,Unknown,Unknown,N/A,N/A,N/A
DUMMYSANOF.NS,N/A,Unknown,Unknown,N/A,N/A,N/A
EIDPARRY.NS,EID PARRY INDIA LTD,Basic Materials,Agricultural Inputs,146266357760,16.595768,0.0095999995
EIHOTEL.NS,EIH LIMITED,Consumer Cyclical,Lodging,234480074752,37.41517,0.0032
EPL.NS,EPL LIMITED,Consumer Cyclical,Packaging & Containers,79390605312,35.773315,0.0185
EASEMYTRIP.NS,EASY TRIP PLANNERS LTD,Consumer Cyclical,Travel Services,69534851072,63.290325,0.0026
EICHERMOT.NS,EICHER MOTORS LTD,Consumer Cyclical,Auto Manufacturers,1342035591168,32.05584,0.0104
ELECON.NS,ELECON ENG. CO. LTD,Industrials,Specialty Industrial Machinery,139677777920,39.172436,0.0023999999
ELGIEQUIP.NS,ELGI EQUIPMENTS LTD,Industrials,Specialty Industrial Machinery,221326999552,68.221245,0.0028
EMAMILTD.NS,EMAMI LIMITED,Consumer Defensive,Household & Personal Products,362251354112,48.96165,0.0099
ENDURANCE.NS,ENDURANCE TECHNO. LTD.,Consumer Cyclical,Auto Parts,352388972544,48.805763,0.0034
ENGINERSIN.NS,ENGINEERS INDIA LTD,Industrials,Engineering & Construction,125891788800,31.592384,0.0134000005
EQUITASBNK.NS,EQUITAS SMALL FIN BNK LTD,Financial Services,Banks - Regional,93680582656,14.853791,0.0123000005
ERIS.NS,ERIS LIFESCIENCES LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,196745904128,51.654163,N/A
ESCORTS.NS,ESCORTS KUBOTA LIMITED,Industrials,Farm & Heavy Construction Machinery,410854064128,39.0575,0.0047999998
EXIDEIND.NS,EXIDE INDUSTRIES LTD,Consumer Cyclical,Auto Parts,415777488896,47.49029,0.0041
FDC.NS,FDC LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,89204178944,28.42679,N/A
NYKAA.NS,FSN E COMMERCE VENTURES,Consumer Cyclical,Internet Retail,595205685248,1602.4617,N/A
FEDERALBNK.NS,FEDERAL BANK LTD,Financial Services,Banks - Regional,478535778304,11.757977,0.0062
FACT.NS,FACT LTD,Basic Materials,Agricultural Inputs,638789484544,2531.2822,0.001
FINEORG.NS,FINE ORGANIC IND. LTD.,Basic Materials,Specialty Chemicals,166169542656,39.002228,0.0019
FINCABLES.NS,FINOLEX CABLES LTD,Industrials,Electrical Equipment & Parts,221761568768,30.164345,0.0047999998
FINPIPE.NS,FINOLEX INDUSTRIES LTD,Industrials,Building Products & Equipment,193169719296,22.491,0.008
FSL.NS,FIRSTSOURCE SOLU. LTD.,Technology,Information Technology Services,216634048512,42.09505,0.0111
FIVESTAR.NS,FIVE-STAR BUS FIN LTD,Financial Services,Credit Services,223795757056,24.933203,N/A
FORTIS.NS,FORTIS HEALTHCARE LTD,Healthcare,Medical Care Facilities,427536744448,65.36995,0.0018000001
GAIL.NS,GAIL (INDIA) LTD,Utilities,Utilities - Regulated Gas,1522131009536,13.474971,0.047
GMMPFAUDLR.NS,GMM PFAUDLER LIMITED,Industrials,Specialty Industrial Machinery,60847366144,39.545055,0.0015
GMRINFRA.NS,GMR AIRPORTS INFRA LTD,Industrials,Airports & Air Services,993072381952,N/A,N/A
GRSE.NS,GARDEN REACH SHIP&ENG LTD,Industrials,Aerospace & Defense,218834403328,59.605305,0.0050999997
GICRE.NS,GENERAL INS CORP OF INDIA,Financial Services,Insurance - Reinsurance,739655024640,10.086124,0.023699999
GILLETTE.NS,GILLETTE INDIA LTD,Consumer Defensive,Household & Personal Products,292786176000,71.02965,0.0101
GLAND.NS,GLAND PHARMA LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,316892217344,43.904358,0.0109
GLAXO.NS,GLAXOSMITHKLINE PHARMA LT,Healthcare,Drug Manufacturers - General,481319845888,75.08723,0.0115
GLS.NS,GLENMARK LIFE SCIENCE LTD,Healthcare,Drug Manufacturers - Specialty & Generic,130542829568,29.18107,0.041100003
GLENMARK.NS,GLENMARK PHARMACEUTICALS,Healthcare,Drug Manufacturers - Specialty & Generic,476785344512,N/A,0.0015
MEDANTA.NS,GLOBAL HEALTH LIMITED,Healthcare,Medical Care Facilities,313225347072,64.908134,N/A
GPIL.NS,GODAWARI POW & ISP LTD,Basic Materials,Steel,120961933312,11.883018,0.0054
GODFRYPHLP.NS,GODFREY PHILLIPS INDIA LT,Consumer Defensive,Tobacco,353210335232,41.262173,0.0086
GODREJCP.NS,GODREJ CONSUMER PRODUCTS,Consumer Defensive,Household & Personal Products,1504210976768,N/A,0.0136
GODREJIND.NS,GODREJ INDUSTRIES LTD,Industrials,Conglomerates,379093712896,184.83554,N/A
GODREJPROP.NS,GODREJ PROPERTIES LTD,Real Estate,Real Estate - Development,807310655488,72.3679,N/A
GRANULES.NS,GRANULES INDIA LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,166107578368,33.74446,0.0022
GRAPHITE.NS,GRAPHITE INDIA LTD,Industrials,Electrical Equipment & Parts,100442726400,9.335696,0.0215
GRASIM.NS,GRASIM INDUSTRIES LTD,Basic Materials,Building Materials,1826229190656,33.91094,0.0037
GESHIP.NS,THE GE SHPG.LTD,Industrials,Marine Shipping,187845689344,6.6038446,0.0273
GRINDWELL.NS,GRINDWELL NORTON LIMITED,Industrials,Building Products & Equipment,271540404224,71.285255,0.0069999998
GAEL.NS,GUJARAT AMBUJA EXPORTS LT,Consumer Defensive,Packaged Foods,67167588352,19.087353,0.0023999999
FLUOROCHEM.NS,GUJARAT FLUOROCHEM LTD,Basic Materials,Specialty Chemicals,349213163520,102.05457,0.0013
GUJGASLTD.NS,GUJARAT GAS LIMITED,Utilities,Utilities - Regulated Gas,466143313920,37.022964,0.0083
GMDCLTD.NS,GUJARAT MINERAL DEV CORP,Energy,Thermal Coal,117103501312,20.100983,0.031400003
GNFC.NS,GUJ NAR VAL FER & CHEM L,Basic Materials,Chemicals,101704712192,19.852224,0.0238
GPPL.NS,GUJARAT PIPAVAV PORT LTD,Industrials,Marine Shipping,111264153600,29.012611,0.0325
GSFC.NS,GUJ STATE FERT & CHEM LTD,Basic Materials,Agricultural Inputs,96017588224,17.78582,0.0167
GSPL.NS,GUJARAT STATE PETRO LTD,Utilities,Utilities - Regulated Gas,258775367680,15.237541,0.0109
HEG.NS,HEG LTD,Industrials,Electrical Equipment & Parts,76421062656,39.118404,0.0114
HBLPOWER.NS,HBL POWER SYSTEMS LTD.,Industrials,Electrical Equipment & Parts,174452670464,56.49461,0.0008
HCLTECH.NS,HCL TECHNOLOGIES LTD,Technology,Information Technology Services,4882805293056,29.81411,0.026600001
HDFCAMC.NS,HDFC AMC LIMITED,Financial Services,Asset Management,935199637504,45.195103,0.0159
HDFCBANK.NS,HDFC BANK LTD,Financial Services,Banks - Regional,12422597312512,18.446344,0.012
HDFCLIFE.NS,HDFC LIFE INS CO LTD,Financial Services,Insurance - Life,1602887876608,98.052635,0.0027
HFCL.NS,HFCL LIMITED,Technology,Communication Equipment,228084908032,58.765385,0.0013
HAPPSTMNDS.NS,HAPPIEST MINDS TECHNO LTD,Technology,Information Technology Services,121862291456,50.734745,0.0070999996
HAPPYFORGE.NS,HAPPY FORGINGS LIMITED,Industrials,Metal Fabrication,110987501568,45.806767,0.0034
HAVELLS.NS,HAVELLS INDIA LIMITED,Industrials,Electrical Equipment & Parts,1191324418048,85.4382,0.0047999998
HEROMOTOCO.NS,HERO MOTOCORP LIMITED,Consumer Cyclical,Auto Manufacturers,1129936977920,27.76672,0.0211
HSCL.NS,HIMADRI SPECIALITY CHEM L,Basic Materials,Specialty Chemicals,262014566400,55.119415,0.001
HINDALCO.NS,HINDALCO  INDUSTRIES  LTD,Basic Materials,Aluminum,1510243565568,14.045849,0.0050999997
HAL.NS,HINDUSTAN AERONAUTICS LTD,Industrials,Aerospace & Defense,3231520653312,39.19215,0.0075
HINDCOPPER.NS,HINDUSTAN COPPER LTD,Basic Materials,Copper,310076243968,86.196236,0.0029
HINDPETRO.NS,HINDUSTAN PETROLEUM CORP,Energy,Oil & Gas Refining & Marketing,910494203904,9.216024,0.050100002
HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Consumer Defensive,Household & Personal Products,6611628720128,63.851826,0.0150999995
HINDZINC.NS,HINDUSTAN ZINC LIMITED,Basic Materials,Other Industrial Metals & Mining,2080124960768,25.534231,0.0699
POWERINDIA.NS,HITACHI ENERGY INDIA LTD,Technology,Electronic Components,498072715264,290.82074,0.00029999999
HOMEFIRST.NS,HOME FIRST FIN CO IND LTD,Financial Services,Mortgage Finance,100605894656,31.597202,0.003
HONASA.NS,HONASA CONSUMER LIMITED,Consumer Defensive,Household & Personal Products,167446773760,132.51927,N/A
HONAUT.NS,HONEYWELL AUTOMATION IND,Industrials,Electrical Equipment & Parts,449990066176,84.51809,0.002
HUDCO.NS,HSG & URBAN DEV CORPN LTD,Financial Services,Credit Services,547019194368,24.572842,0.0150999995
ICICIBANK.NS,ICICI BANK LTD.,Financial Services,Banks - Regional,8600885395456,19.280865,0.0081
ICICIGI.NS,ICICI LOMBARD GIC LIMITED,Financial Services,Insurance - Diversified,1064584675328,50.56781,0.0055
ICICIPRULI.NS,ICICI PRU LIFE INS CO LTD,Financial Services,Insurance - Life,1081138216960,124.13764,0.0008
ISEC.NS,ICICI SECURITIES LIMITED,Financial Services,Capital Markets,267566825472,13.762707,0.040799998
IDBI.NS,IDBI BANK LIMITED,Financial Services,Banks - Regional,1010618073088,16.066666,0.015800001
IDFCFIRSTB.NS,IDFC FIRST BANK LIMITED,Financial Services,Banks - Regional,563568050176,18.648514,N/A
IDFC.NS,IDFC LIMITED,Financial Services,Asset Management,182477733888,21.042437,0.0088
IIFL.NS,IIFL FINANCE LIMITED,Financial Services,Credit Services,197505843200,11.572209,0.0085
IRB.NS,IRB INFRA DEV LTD.,Industrials,Infrastructure Operations,385469382656,63.19802,0.0063
