Date,USA_Open,USA_High,USA_Low,USA_Close,USA_Adj Close,USA_Volume,Japan_Open,Japan_High,Japan_Low,Japan_Close,Japan_Adj Close,Japan_Volume,India_Open,India_High,India_Low,India_Close,India_Adj Close,India_Volume,EU_Open,EU_High,EU_Low,EU_Close,EU_Adj Close,EU_Volume,RSI_USA_Close,Bollinger_High_USA_Close,Bollinger_Low_USA_Close,Bollinger_Middle_USA_Close,RSI_Japan_Close,Bollinger_High_Japan_Close,Bollinger_Low_Japan_Close,Bollinger_Middle_Japan_Close,RSI_India_Close,Bollinger_High_India_Close,Bollinger_Low_India_Close,Bollinger_Middle_India_Close,RSI_EU_Close,Bollinger_High_EU_Close,Bollinger_Low_EU_Close,Bollinger_Middle_EU_Close,USA_Open_lag1,USA_High_lag1,USA_Low_lag1,USA_Close_lag1,USA_Adj Close_lag1,USA_Volume_lag1,Japan_Open_lag1,Japan_High_lag1,Japan_Low_lag1,Japan_Close_lag1,Japan_Adj Close_lag1,Japan_Volume_lag1,India_Open_lag1,India_High_lag1,India_Low_lag1,India_Close_lag1,India_Adj Close_lag1,India_Volume_lag1,EU_Open_lag1,EU_High_lag1,EU_Low_lag1,EU_Close_lag1,EU_Adj Close_lag1,EU_Volume_lag1,RSI_USA_Close_lag1,Bollinger_High_USA_Close_lag1,Bollinger_Low_USA_Close_lag1,Bollinger_Middle_USA_Close_lag1,RSI_Japan_Close_lag1,Bollinger_High_Japan_Close_lag1,Bollinger_Low_Japan_Close_lag1,Bollinger_Middle_Japan_Close_lag1,RSI_India_Close_lag1,Bollinger_High_India_Close_lag1,Bollinger_Low_India_Close_lag1,Bollinger_Middle_India_Close_lag1,RSI_EU_Close_lag1,Bollinger_High_EU_Close_lag1,Bollinger_Low_EU_Close_lag1,Bollinger_Middle_EU_Close_lag1,Target,Prediction,Strategy_Return,Cumulative_Return,Cumulative_Strategy_Return
2023-01-11 00:00:00+00:00,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,387.14288330078125,68881100.0,26362.2109375,26479.990234375,26332.05078125,26446.0,26446.0,62400000.0,17924.25,17976.349609375,17824.349609375,17895.69921875,17895.69921875,259900.0,4062.3798828125,4107.81005859375,4062.3798828125,4099.759765625,4099.759765625,30655700.0,57.065077792582734,401.43395744473275,372.3830408462828,386.9084991455078,43.81972911370189,28388.56991308802,25159.363875974483,26773.96689453125,39.6514581233257,18702.032594886266,17712.012522301236,18207.02255859375,68.11654917298904,4085.8563312742353,3712.776676538265,3899.31650390625,387.25,390.6499938964844,386.2699890136719,390.5799865722656,382.30755615234375,65358100.0,26176.609375,26316.66015625,26132.80078125,26175.560546875,26175.560546875,71200000.0,18121.30078125,18127.599609375,17856.0,17914.150390625,17914.150390625,283300.0,4052.6201171875,4063.2900390625,4042.419921875,4057.4599609375,4057.4599609375,26652000.0,53.13032437676972,401.55844967940857,372.33054873367735,386.94449920654296,38.196408390440055,28473.813172360475,25186.963585452024,26830.38837890625,40.17664687173047,18745.62747174226,17739.78268450774,18242.705078125,65.66722614242187,4053.301231920526,3727.4828012825988,3890.3920166015623,1,1,0.0,,100000.0
2023-01-12 00:00:00+00:00,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,388.5523986816406,90157700.0,26524.939453125,26547.609375,26381.9296875,26449.8203125,26449.8203125,77000000.0,17920.849609375,17945.80078125,17761.650390625,17858.19921875,17858.19921875,227800.0,4104.14013671875,4144.3701171875,4104.14013671875,4126.68017578125,4126.68017578125,32437900.0,58.16753014425896,402.0237014553971,372.16129610319666,387.0924987792969,43.89738524777064,28235.308485801845,25167.506357948154,26701.407421875,38.54854399225364,18673.624310160736,17676.580767964264,18175.1025390625,69.60282165986976,4119.285095620817,3697.7539180510585,3908.5195068359376,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,387.14288330078125,68881100.0,26362.2109375,26479.990234375,26332.05078125,26446.0,26446.0,62400000.0,17924.25,17976.349609375,17824.349609375,17895.69921875,17895.69921875,259900.0,4062.3798828125,4107.81005859375,4062.3798828125,4099.759765625,4099.759765625,30655700.0,57.065077792582734,401.43395744473275,372.3830408462828,386.9084991455078,43.81972911370189,28388.56991308802,25159.363875974483,26773.96689453125,39.6514581233257,18702.032594886266,17712.012522301236,18207.02255859375,68.11654917298904,4085.8563312742353,3712.776676538265,3899.31650390625,1,1,0.003640782972808232,100364.07829728082,100364.07829728082
2023-01-13 00:00:00+00:00,393.6199951171875,399.1000061035156,393.3399963378906,398.5,390.059814453125,63903900.0,26391.779296875,26409.2109375,26090.83984375,26119.51953125,26119.51953125,98300000.0,17867.5,17999.349609375,17774.25,17956.599609375,17956.599609375,256700.0,4129.10986328125,4160.97021484375,4129.10986328125,4150.7998046875,4150.7998046875,31280200.0,59.36910309369777,401.93084875453445,372.2091475833561,387.0699981689453,38.89189686567812,28074.907094736078,25155.626694326424,26615.26689453125,43.02674715817733,18632.231738159255,17663.918261840747,18148.075,70.91119772453784,4155.770070783177,3684.1669165215094,3919.9684936523436,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,388.5523986816406,90157700.0,26524.939453125,26547.609375,26381.9296875,26449.8203125,26449.8203125,77000000.0,17920.849609375,17945.80078125,17761.650390625,17858.19921875,17858.19921875,227800.0,4104.14013671875,4144.3701171875,4104.14013671875,4126.68017578125,4126.68017578125,32437900.0,58.16753014425896,402.0237014553971,372.16129610319666,387.0924987792969,43.89738524777064,28235.308485801845,25167.506357948154,26701.407421875,38.54854399225364,18673.624310160736,17676.580767964264,18175.1025390625,69.60282165986976,4119.285095620817,3697.7539180510585,3908.5195068359376,0,1,0.0038795056884117773,100753.44130994732,100753.44130994732
2023-01-17 00:00:00+00:00,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,389.34527587890625,62677300.0,25915.509765625,26198.689453125,25895.30078125,26138.6796875,26138.6796875,68100000.0,17922.80078125,18072.05078125,17886.94921875,18053.30078125,18053.30078125,219100.0,4153.93017578125,4193.2998046875,4142.2900390625,4174.330078125,4174.330078125,31147800.0,58.5111447935035,400.97256010863333,372.7474350085542,386.85999755859376,39.324110127818265,27860.158771051927,25188.75802582307,26524.4583984375,47.1061482427682,18557.17074340357,17683.509334721428,18120.3400390625,72.16971174840543,4188.759549656666,3669.9274376480203,3929.3434936523436,393.6199951171875,399.1000061035156,393.3399963378906,398.5,390.059814453125,63903900.0,26391.779296875,26409.2109375,26090.83984375,26119.51953125,26119.51953125,98300000.0,17867.5,17999.349609375,17774.25,17956.599609375,17956.599609375,256700.0,4129.10986328125,4160.97021484375,4129.10986328125,4150.7998046875,4150.7998046875,31280200.0,59.36910309369777,401.93084875453445,372.2091475833561,387.0699981689453,38.89189686567812,28074.907094736078,25155.626694326424,26615.26689453125,43.02674715817733,18632.231738159255,17663.918261840747,18148.075,70.91119772453784,4155.770070783177,3684.1669165215094,3919.9684936523436,0,1,-0.0018318970798698597,100568.8713750248,100568.8713750248
2023-01-18 00:00:00+00:00,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,383.1982421875,99632300.0,26251.33984375,26816.6796875,26211.83984375,26791.119140625,26791.119140625,93400000.0,18074.30078125,18183.75,18032.44921875,18165.349609375,18165.349609375,255800.0,4171.02978515625,4197.47021484375,4171.02978515625,4174.33984375,4174.33984375,29028600.0,51.60252220636181,399.55555558153594,373.37343916944064,386.4644973754883,51.82056535080826,27572.966563076905,25339.441054110594,26456.20380859375,51.44449380791692,18456.79180119473,17734.39315974277,18095.59248046875,72.17024989336772,4219.44626605868,3659.1487046444454,3939.2974853515625,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,389.34527587890625,62677300.0,25915.509765625,26198.689453125,25895.30078125,26138.6796875,26138.6796875,68100000.0,17922.80078125,18072.05078125,17886.94921875,18053.30078125,18053.30078125,219100.0,4153.93017578125,4193.2998046875,4142.2900390625,4174.330078125,4174.330078125,31147800.0,58.5111447935035,400.97256010863333,372.7474350085542,386.85999755859376,39.324110127818265,27860.158771051927,25188.75802582307,26524.4583984375,47.1061482427682,18557.17074340357,17683.509334721428,18120.3400390625,72.16971174840543,4188.759549656666,3669.9274376480203,3929.3434936523436,0,1,-0.015788015568668268,98981.08846803251,98981.08846803251
2023-01-19 00:00:00+00:00,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,380.40869140625,86958900.0,26541.080078125,26592.869140625,26368.970703125,26405.23046875,26405.23046875,68700000.0,18119.80078125,18155.19921875,18063.75,18107.849609375,18107.849609375,237800.0,4156.10009765625,4158.56982421875,4092.570068359375,4094.280029296875,4094.280029296875,35793800.0,48.78721884990783,399.46522742775346,373.3647682997856,386.41499786376954,45.81095240556615,27217.354728654547,25530.406013532953,26373.88037109375,49.21374547745768,18410.63468503026,17749.845197782237,18080.23994140625,61.64611293232722,4235.902591056296,3668.550387459329,3952.2264892578123,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,383.1982421875,99632300.0,26251.33984375,26816.6796875,26211.83984375,26791.119140625,26791.119140625,93400000.0,18074.30078125,18183.75,18032.44921875,18165.349609375,18165.349609375,255800.0,4171.02978515625,4197.47021484375,4171.02978515625,4174.33984375,4174.33984375,29028600.0,51.60252220636181,399.55555558153594,373.37343916944064,386.4644973754883,51.82056535080826,27572.966563076905,25339.441054110594,26456.20380859375,51.44449380791692,18456.79180119473,17734.39315974277,18095.59248046875,72.17024989336772,4219.44626605868,3659.1487046444454,3939.2974853515625,1,1,-0.007279817254666643,98260.52423231724,98260.52423231724
2023-01-20 00:00:00+00:00,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,387.49530029296875,91806400.0,26346.689453125,26553.529296875,26320.9609375,26553.529296875,26553.529296875,60400000.0,18115.599609375,18145.44921875,18016.19921875,18027.650390625,18027.650390625,237200.0,4101.64013671875,4126.169921875,4100.169921875,4119.89990234375,4119.89990234375,36594000.0,55.438370581546906,400.6343699168696,373.45662739758353,387.0454986572266,48.29269443375931,26990.357278124484,25660.044479688015,26325.20087890625,46.204335325137976,18387.555069263515,17748.789852611488,18068.1724609375,63.4813415576442,4252.1052821563835,3683.9356846404917,3968.0204833984376,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,380.40869140625,86958900.0,26541.080078125,26592.869140625,26368.970703125,26405.23046875,26405.23046875,68700000.0,18119.80078125,18155.19921875,18063.75,18107.849609375,18107.849609375,237800.0,4156.10009765625,4158.56982421875,4092.570068359375,4094.280029296875,4094.280029296875,35793800.0,48.78721884990783,399.46522742775346,373.3647682997856,386.41499786376954,45.81095240556615,27217.354728654547,25530.406013532953,26373.88037109375,49.21374547745768,18410.63468503026,17749.845197782237,18080.23994140625,61.64611293232722,4235.902591056296,3668.550387459329,3952.2264892578123,1,1,0.018629039629190602,100091.02343222611,100091.02343222611
2023-01-23 00:00:00+00:00,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,392.1447448730469,84178800.0,26880.2109375,26938.279296875,26788.759765625,26906.0390625,26906.0390625,60200000.0,18118.44921875,18162.599609375,18063.44921875,18118.55078125,18118.55078125,202500.0,4121.97021484375,4157.1298828125,4121.97021484375,4150.81982421875,4150.81982421875,27753700.0,59.18371910281357,402.47898175637835,373.6730171449888,388.0759994506836,53.71857194589604,26893.68385764967,25723.55774391283,26308.62080078125,49.940786247433714,18330.17253369069,17775.982544434308,18053.0775390625,65.6194962526176,4270.1628027580855,3699.836147437227,3984.999475097656,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,387.49530029296875,91806400.0,26346.689453125,26553.529296875,26320.9609375,26553.529296875,26553.529296875,60400000.0,18115.599609375,18145.44921875,18016.19921875,18027.650390625,18027.650390625,237200.0,4101.64013671875,4126.169921875,4100.169921875,4119.89990234375,4119.89990234375,36594000.0,55.438370581546906,400.6343699168696,373.45662739758353,387.0454986572266,48.29269443375931,26990.357278124484,25660.044479688015,26325.20087890625,46.204335325137976,18387.555069263515,17748.789852611488,18068.1724609375,63.4813415576442,4252.1052821563835,3683.9356846404917,3968.0204833984376,0,0,0.011998585281936869,101291.97411283401,101291.97411283401
2023-01-24 00:00:00+00:00,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,391.7237854003906,59524900.0,27150.4296875,27381.0,27150.4296875,27299.189453125,27299.189453125,70800000.0,18183.94921875,18201.25,18078.650390625,18118.30078125,18118.30078125,216900.0,4154.259765625,4167.02001953125,4132.240234375,4153.02001953125,4153.02001953125,25722600.0,58.70272300482898,403.9459350852207,374.1720641823575,389.0589996337891,58.8987570170313,27066.108434981397,25624.249182206106,26345.17880859375,49.9305146736624,18273.917854366886,17805.537223758114,18039.7275390625,65.77306394640897,4283.726347624349,3721.3256055006514,4002.5259765625,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,392.1447448730469,84178800.0,26880.2109375,26938.279296875,26788.759765625,26906.0390625,26906.0390625,60200000.0,18118.44921875,18162.599609375,18063.44921875,18118.55078125,18118.55078125,202500.0,4121.97021484375,4157.1298828125,4121.97021484375,4150.81982421875,4150.81982421875,27753700.0,59.18371910281357,402.47898175637835,373.6730171449888,388.0759994506836,53.71857194589604,26893.68385764967,25723.55774391283,26308.62080078125,49.940786247433714,18330.17253369069,17775.982544434308,18053.0775390625,65.6194962526176,4270.1628027580855,3699.836147437227,3984.999475097656,0,0,-0.0,101183.25832406856,101291.97411283401
2023-01-25 00:00:00+00:00,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,391.87060546875,84800300.0,27175.880859375,27473.900390625,27175.880859375,27395.009765625,27395.009765625,63400000.0,18093.349609375,18100.599609375,17846.150390625,17891.94921875,17891.94921875,257200.0,4153.6298828125,4158.77001953125,4116.990234375,4148.10986328125,4148.10986328125,26034100.0,58.82842264048562,405.37024961450516,374.1597491647917,389.76499938964844,60.071768213914574,27249.744794589802,25541.3417288477,26395.54326171875,41.58990633416583,18254.99847655572,17793.741562506777,18024.37001953125,65.07448239931725,4297.662665787117,3734.9852834316334,4016.323974609375,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,391.7237854003906,59524900.0,27150.4296875,27381.0,27150.4296875,27299.189453125,27299.189453125,70800000.0,18183.94921875,18201.25,18078.650390625,18118.30078125,18118.30078125,216900.0,4154.259765625,4167.02001953125,4132.240234375,4153.02001953125,4153.02001953125,25722600.0,58.70272300482898,403.9459350852207,374.1720641823575,389.0589996337891,58.8987570170313,27066.108434981397,25624.249182206106,26345.17880859375,49.9305146736624,18273.917854366886,17805.537223758114,18039.7275390625,65.77306394640897,4283.726347624349,3721.3256055006514,4002.5259765625,1,0,0.0,101221.18153924118,101291.97411283401
